brand_name,property_id,period,sessionSource,sessions,totalUsers
"Anytime Plumbing, Heating & Cooling",297219515,Feb2024,tastefulspace.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2024,thisoldhouse.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2024,url-opener.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,iheart,2073,2071
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,iHeart,330,314
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,snwa.com,18,16
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,call.anytimeplumbinglv.com,10,10
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,semrush.com,9,2
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,turnpointservices.com,8,6
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,anytimeplumbingincaccount-66574.eh.go.servicetitan.com,6,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,online.seranking.com,5,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,intelligentliving.co,3,3
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,wayssay.com,2,2
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,(not set),1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,123456xoitechnologies.lightning.force.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,app.respona.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,bistrovista.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,code.metalocator.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,doubleclick.net,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,indeed.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,multilinkr.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,networthprosper.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,newzhandle.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,perplexity.ai,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,phmediagroup.lightning.force.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,pricefinderpro.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,refdesk.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,scrub.sourcescrub.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,search.airportwyoming.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,search.helpme.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,semrush2.toolspik.com,1,1
"Anytime Plumbing, Heating & Cooling",297219515,Feb2025,userteamnames.com,1,1
Apollo Home,361108781,Feb2024,iHeart,2585,2568
Apollo Home,361108781,Feb2024,iheart,1330,1330
Apollo Home,361108781,Feb2024,(not set),42,42
Apollo Home,361108781,Feb2024,ads.google.com,13,1
Apollo Home,361108781,Feb2024,turnpointservices.com,12,10
Apollo Home,361108781,Feb2024,stonesmentor.com,9,7
Apollo Home,361108781,Feb2024,semrush.com,8,3
Apollo Home,361108781,Feb2024,cincinnatisoccertalk.com,7,7
Apollo Home,361108781,Feb2024,usc-onenote.officeapps.live.com,7,5
Apollo Home,361108781,Feb2024,creativehomeidea.com,5,5
Apollo Home,361108781,Feb2024,ziprecruiter.com,4,4
Apollo Home,361108781,Feb2024,revoada.net,3,2
Apollo Home,361108781,Feb2024,vocationaltraininghq.com,3,3
Apollo Home,361108781,Feb2024,adplayer.pro,2,1
Apollo Home,361108781,Feb2024,gateway.zscalertwo.net,2,1
Apollo Home,361108781,Feb2024,hiwpro.xyz,2,2
Apollo Home,361108781,Feb2024,rideable.org,2,2
Apollo Home,361108781,Feb2024,scorpion.lightning.force.com,2,1
Apollo Home,361108781,Feb2024,startpage.com,2,2
Apollo Home,361108781,Feb2024,thevoiceofblackcincinnati.com,2,2
Apollo Home,361108781,Feb2024,apollohome-careers.netlify.app,1,1
Apollo Home,361108781,Feb2024,apollohome.com,1,1
Apollo Home,361108781,Feb2024,app.unbounce.com,1,1
Apollo Home,361108781,Feb2024,app.valuedvoice.com,1,1
Apollo Home,361108781,Feb2024,blogsmith.online,1,1
Apollo Home,361108781,Feb2024,expertise.com,1,1
Apollo Home,361108781,Feb2024,insperity.lightning.force.com,1,1
Apollo Home,361108781,Feb2024,mcmillanlawgroup.com,1,1
Apollo Home,361108781,Feb2024,o2o-manage-prod.liyi.co,1,1
Apollo Home,361108781,Feb2024,pch.com,1,1
Apollo Home,361108781,Feb2024,photobox.de,1,1
Apollo Home,361108781,Feb2024,replicant2022.lightning.force.com,1,1
Apollo Home,361108781,Feb2024,results.excite.com,1,1
Apollo Home,361108781,Feb2024,search.brave.com,1,1
Apollo Home,361108781,Feb2024,searchbrowser-now.com,1,1
Apollo Home,361108781,Feb2024,servicetitan.lightning.force.com,1,1
Apollo Home,361108781,Feb2024,showoffice.io,1,1
Apollo Home,361108781,Feb2024,urbansplatter.com,1,1
Apollo Home,361108781,Feb2024,zerohedge.com,1,1
Apollo Home,361108781,Feb2024,ziprecruiter.lightning.force.com,1,1
Apollo Home,361108781,Feb2025,iheart,3898,3883
Apollo Home,361108781,Feb2025,iHeart,414,380
Apollo Home,361108781,Feb2025,eastads.simpli.fi,200,201
Apollo Home,361108781,Feb2025,app.asana.com,23,3
Apollo Home,361108781,Feb2025,mail.yahoo.com,12,9
Apollo Home,361108781,Feb2025,cincinnatisoccertalk.com,11,11
Apollo Home,361108781,Feb2025,turnpointservices.com,11,6
Apollo Home,361108781,Feb2025,statics.teams.cdn.office.net,9,4
Apollo Home,361108781,Feb2025,onenote.officeapps.live.com,8,5
Apollo Home,361108781,Feb2025,westads.simpli.fi,8,8
Apollo Home,361108781,Feb2025,ziprecruiter.com,8,7
Apollo Home,361108781,Feb2025,chatgpt.com,6,2
Apollo Home,361108781,Feb2025,flixpress.com,6,6
Apollo Home,361108781,Feb2025,perplexity.ai,6,5
Apollo Home,361108781,Feb2025,gemini.google.com,5,4
Apollo Home,361108781,Feb2025,online.seranking.com,5,2
Apollo Home,361108781,Feb2025,googleadservices.com,4,4
Apollo Home,361108781,Feb2025,mail.google.com,4,1
Apollo Home,361108781,Feb2025,projects.emsc.team,4,1
Apollo Home,361108781,Feb2025,altafiber.net,3,3
Apollo Home,361108781,Feb2025,pls.lightning.force.com,3,3
Apollo Home,361108781,Feb2025,yourtango.com,3,3
Apollo Home,361108781,Feb2025,zoellerpumps.com,3,2
Apollo Home,361108781,Feb2025,ads.simpli.fi,2,2
Apollo Home,361108781,Feb2025,app.vwo.com,2,1
Apollo Home,361108781,Feb2025,fahnd.com,2,2
Apollo Home,361108781,Feb2025,homeshowoff.litgw.com,2,1
Apollo Home,361108781,Feb2025,pch.com,2,1
Apollo Home,361108781,Feb2025,ramonesworld.com,2,1
Apollo Home,361108781,Feb2025,search.brave.com,2,2
Apollo Home,361108781,Feb2025,app.unbounce.com,1,1
Apollo Home,361108781,Feb2025,app.writesonic.com,1,1
Apollo Home,361108781,Feb2025,arsenalbg.my.salesforce.com,1,1
Apollo Home,361108781,Feb2025,bitbns.com,1,1
Apollo Home,361108781,Feb2025,business2community.com,1,1
Apollo Home,361108781,Feb2025,camplux.com,1,1
Apollo Home,361108781,Feb2025,centralads.simpli.fi,1,1
Apollo Home,361108781,Feb2025,cincinnati.com,1,1
Apollo Home,361108781,Feb2025,coccoc.com,1,1
Apollo Home,361108781,Feb2025,dailyfx.com,1,1
Apollo Home,361108781,Feb2025,docs.google.com,1,1
Apollo Home,361108781,Feb2025,doubao.com,1,1
Apollo Home,361108781,Feb2025,fantasypros.com,1,1
Apollo Home,361108781,Feb2025,forvo.com,1,1
Apollo Home,361108781,Feb2025,free-tether.com,1,1
Apollo Home,361108781,Feb2025,godownsize.com,1,1
Apollo Home,361108781,Feb2025,heartlandpaymentsystems.lightning.force.com,1,1
Apollo Home,361108781,Feb2025,iheartmarketing.cloud,1,1
Apollo Home,361108781,Feb2025,incrementors.com,1,1
Apollo Home,361108781,Feb2025,johnelliott.com,1,1
Apollo Home,361108781,Feb2025,lenoxplumbing.com,1,1
Apollo Home,361108781,Feb2025,mitmunk.com,1,1
Apollo Home,361108781,Feb2025,oppo.game4fun.site,1,1
Apollo Home,361108781,Feb2025,pardot.com,1,1
Apollo Home,361108781,Feb2025,phmediagroup.lightning.force.com,1,1
Apollo Home,361108781,Feb2025,playserene.top,1,1
Apollo Home,361108781,Feb2025,postcrossing.com,1,1
Apollo Home,361108781,Feb2025,radio.com,1,1
Apollo Home,361108781,Feb2025,rs-rh.com,1,1
Apollo Home,361108781,Feb2025,rynoss.lightning.force.com,1,1
Apollo Home,361108781,Feb2025,s.playard.top,1,1
Apollo Home,361108781,Feb2025,search.pch.com,1,1
Apollo Home,361108781,Feb2025,thomasnet.com,1,1
Apollo Home,361108781,Feb2025,weightwatcherspurpleplan.com,1,1
Apollo Home,361108781,Feb2025,wisetack.lightning.force.com,1,1
Apollo Home,361108781,Feb2025,zoominfo.com,1,1
Arctic Air Conditioning,353108280,Feb2023,app.clickup.com,6,3
Arctic Air Conditioning,353108280,Feb2023,app.groove.co,3,1
Arctic Air Conditioning,353108280,Feb2023,bluecorona.com,3,3
Arctic Air Conditioning,353108280,Feb2023,zyratalk.com,3,3
Arctic Air Conditioning,353108280,Feb2023,search.brave.com,2,2
Arctic Air Conditioning,353108280,Feb2023,statics.teams.cdn.office.net,2,1
Arctic Air Conditioning,353108280,Feb2023,docs.google.com,1,1
Arctic Air Conditioning,353108280,Feb2023,org62.lightning.force.com,1,1
Arctic Air Conditioning,353108280,Feb2023,ui.ads.microsoft.com,1,1
Arctic Air Conditioning,353108280,Feb2024,iHeart,3368,3254
Arctic Air Conditioning,353108280,Feb2024,iheart,677,675
Arctic Air Conditioning,353108280,Feb2024,news.grets.store,523,523
Arctic Air Conditioning,353108280,Feb2024,static.seders.website,56,56
Arctic Air Conditioning,353108280,Feb2024,(not set),55,55
Arctic Air Conditioning,353108280,Feb2024,info.seders.website,42,42
Arctic Air Conditioning,353108280,Feb2024,kar.razas.site,42,42
Arctic Air Conditioning,353108280,Feb2024,go.servicetitan.com,28,4
Arctic Air Conditioning,353108280,Feb2024,trast.mantero.online,27,27
Arctic Air Conditioning,353108280,Feb2024,app.clickup.com,19,3
Arctic Air Conditioning,353108280,Feb2024,bluecorona.com,17,8
Arctic Air Conditioning,353108280,Feb2024,game.fertuk.site,12,12
Arctic Air Conditioning,353108280,Feb2024,ofer.bartikus.site,12,12
Arctic Air Conditioning,353108280,Feb2024,garold.dertus.site,6,6
Arctic Air Conditioning,353108280,Feb2024,apps.usw2.pure.cloud,4,4
Arctic Air Conditioning,353108280,Feb2024,marlborobasketball.com,4,4
Arctic Air Conditioning,353108280,Feb2024,thebluebook.com,4,4
Arctic Air Conditioning,353108280,Feb2024,org62.lightning.force.com,3,1
Arctic Air Conditioning,353108280,Feb2024,statics.teams.cdn.office.net,3,2
Arctic Air Conditioning,353108280,Feb2024,chat.openai.com,2,1
Arctic Air Conditioning,353108280,Feb2024,csceproduction.crm4.dynamics.com,2,2
Arctic Air Conditioning,353108280,Feb2024,eap.org,2,1
Arctic Air Conditioning,353108280,Feb2024,gcil.lightning.force.com,2,1
Arctic Air Conditioning,353108280,Feb2024,oceanhero.today,2,1
Arctic Air Conditioning,353108280,Feb2024,residential.energysavenj.com,2,2
Arctic Air Conditioning,353108280,Feb2024,salestool-usa.localiq.com,2,1
Arctic Air Conditioning,353108280,Feb2024,usc-excel.officeapps.live.com,2,1
Arctic Air Conditioning,353108280,Feb2024,blogsmith.online,1,1
Arctic Air Conditioning,353108280,Feb2024,crmproda19.fedins.com,1,1
Arctic Air Conditioning,353108280,Feb2024,hibu.lightning.force.com,1,1
